city,date,pm2_5,temperature_2m,relative_humidity_2m,wind_speed_10m,boundary_layer_height,pressure_msl
Beijing,2023-12-31,75.80416666666666,-1.4458333333333335,42.333333333333336,11.387500000000001,325.83934812499996,1030.8583333333333
Beijing,2024-01-01,150.57083333333333,-4.233333333333333,68.79166666666667,7.554166666666667,159.8450046041667,1028.2541666666666
Beijing,2024-01-02,155.20416666666668,-3.516666666666667,66.66666666666667,6.1375,79.05327370833332,1023.8041666666667
Beijing,2024-01-03,82.54583333333333,-3.3166666666666664,49.541666666666664,10.0375,157.66236104166668,1023.5041666666666
Beijing,2024-01-04,154.29166666666666,-2.3125,57.416666666666664,8.645833333333334,137.25413145833332,1016.7958333333332
Beijing,2024-01-05,93.55416666666667,-0.7541666666666668,48.083333333333336,11.579166666666666,157.16610595833333,1023.8958333333334
Beijing,2024-01-06,24.620833333333334,-1.6083333333333334,28.916666666666668,17.954166666666666,611.2150358333333,1029.9624999999999
Beijing,2024-01-07,81.5125,-4.804166666666666,33.833333333333336,10.450000000000001,271.9022562916667,1032.525
Beijing,2024-01-08,178.57916666666665,-3.9916666666666667,41.25,5.366666666666667,159.54547808333334,1023.1666666666666
Beijing,2024-01-09,152.49583333333334,-1.5458333333333334,41.083333333333336,9.470833333333333,265.03406675,1025.3625
Beijing,2024-01-10,122.85416666666667,-3.141666666666667,51.583333333333336,7.245833333333334,178.270173625,1023.8000000000001
Beijing,2024-01-11,175.1875,-0.42916666666666675,50.083333333333336,6.383333333333333,92.84868983333332,1017.3041666666667
Beijing,2024-01-12,295.98333333333335,-1.9083333333333332,65.0,6.825,114.464013375,1021.3583333333332
Beijing,2024-01-13,205.0375,-3.0,77.33333333333333,8.070833333333333,210.98333920833332,1024.2124999999999
Beijing,2024-01-14,75.75833333333334,-1.4124999999999999,25.708333333333332,15.870833333333335,529.375491375,1033.05
Beijing,2024-01-15,124.40416666666665,-4.191666666666666,34.25,7.083333333333333,151.0165655,1033.0833333333333
Beijing,2024-01-16,210.3791666666667,-4.0625,60.125,6.591666666666666,158.82617641666667,1030.675
Beijing,2024-01-17,206.63333333333333,-1.1041666666666667,72.79166666666667,5.279166666666667,124.81646691666667,1026.1
Beijing,2024-01-18,201.45000000000002,-1.3625,56.375,6.791666666666667,209.75511277083334,1032.625
Beijing,2024-01-19,161.55416666666667,-2.2125,36.458333333333336,4.8625,192.98478635416666,1035.2
Beijing,2024-01-20,114.25833333333333,-3.1999999999999997,33.083333333333336,7.383333333333333,442.69702175,1033.7166666666667
Beijing,2024-01-21,7.908333333333334,-7.825,21.458333333333332,22.683333333333334,1232.5494566666666,1041.8333333333333
Beijing,2024-01-22,13.325000000000001,-7.904166666666666,23.291666666666668,16.920833333333334,837.0967316666666,1044.6833333333334
Beijing,2024-01-23,20.904166666666665,-6.454166666666667,24.166666666666668,9.666666666666666,623.89723,1039.0833333333333
